timestamp,x,y,z,gx,gy,gz
52025.0,-4.036836,1.5051392,9.090658,-1.75,-13.440001,3.01
52044.8,-3.8573678,0.97152066,8.827438,-3.43,-13.37,1.4
52064.5,-3.9937637,0.87819725,9.093051,-4.62,-12.32,1.19
52084.2,-3.9482985,0.63172776,9.172017,-3.57,-10.29,1.54
52104.0,-3.9913707,0.9188767,9.200731,-0.63,-3.64,2.31
52123.8,-3.986585,1.1127023,9.102622,-0.84000003,-3.15,2.24
52143.5,-4.012907,1.0720228,9.124159,-1.61,-3.29,1.82
52163.2,-4.0224786,1.0265576,9.207911,-2.31,-4.06,1.61
52183.0,-3.988978,1.0528796,9.270126,-2.8700001,-5.11,1.82
52202.8,-3.9459054,0.92605543,9.1983385,-2.73,-4.76,1.89
52222.5,-3.955477,0.9164838,9.207911,-2.52,-4.55,1.89
52242.2,-3.177782,0.77290934,8.669506,-2.8700001,-5.25,1.96
52262.0,-3.8908687,0.95237744,9.243804,-2.66,-4.9,1.54
52281.8,-3.8382246,1.0169859,9.193553,-2.73,-4.55,1.4
52301.5,-3.8884757,0.8925547,9.205518,-2.17,-3.99,1.89
52321.2,-3.8645465,0.94280577,9.286877,-1.6800001,-3.92,2.1
52341.0,-3.9004402,0.9667349,9.205518,-1.05,-4.69,2.66
52360.8,-3.749687,0.78487384,9.255769,-1.19,-5.53,2.59
52380.5,-3.6611493,0.98827106,9.28209,-1.26,-4.9,2.31
52400.2,-3.7401154,0.93084127,9.272519,-1.54,-4.06,2.1
52420.0,-3.6276486,0.9691278,9.231839,-1.54,-2.1,1.6800001
52439.8,-3.6108983,1.0122001,9.1983385,-1.82,-1.6800001,1.47
52459.5,-3.6778998,0.9571632,9.215089,-3.08,-1.96,0.84000003
52479.2,-3.8932614,0.7059079,9.495059,-4.62,-2.03,-0.07
52499.0,-3.7137933,0.9763065,9.291662,-5.88,-2.38,-0.63
52518.8,-3.3859649,1.5529974,10.452223,-5.67,-1.6800001,-1.05
52538.5,-3.6826856,0.8638398,9.310805,-4.62,-1.33,-0.63
52558.2,-3.8214743,0.7705164,9.401736,-4.06,-1.26,-0.35
52578.0,-3.8382246,0.72983694,9.401736,-3.08,-1.05,-0.28
52597.8,-3.9482985,0.64369226,9.394557,-2.45,-1.61,-0.56
52617.5,-3.6348274,0.83751786,9.195946,-0.91,-3.22,-0.28
52637.2,-3.9387267,0.72505116,9.58599,0.28,-3.15,0.21000001
52657.0,-4.2043395,0.27997026,9.851603,8.68,-10.29,2.8
52676.8,-4.3598785,0.68915755,10.138752,13.37,-13.2300005,4.27
52696.5,-3.304606,1.014593,8.92794,16.8,-18.76,3.64
52716.2,-3.0413861,1.1127023,9.081086,11.9,-16.94,1.47
52736.0,-3.22564,1.0433079,8.403893,11.41,-15.61,1.47
52755.8,-3.01985,1.0050215,9.038013,7.42,-14.21,-0.21000001
52775.5,-3.460145,1.3854938,9.380199,4.69,-11.4800005,-0.63
52795.2,-1.7755378,2.5221252,10.691513,3.5,-8.12,0.28
52815.0,-2.9480627,1.1725249,9.172017,-0.42000002,-3.3600001,0.0
52834.8,-3.1586387,1.0887731,9.317985,-1.12,-1.4,0.14
52854.5,-3.0533507,1.0863802,9.334735,-1.19,1.4,0.98
52874.2,-3.1466742,1.0887731,9.485488,-1.19,2.8700001,1.19
52894.0,-2.6968074,1.1509888,8.827438,-1.05,6.86,1.75
52913.8,-2.7685947,1.2060257,8.992549,-0.49,12.53,1.54
52933.5,-3.2639267,0.71787244,9.246197,1.82,14.21,1.75
52953.2,-3.5247536,1.1007377,9.411307,3.08,14.7,2.17
52973.0,-3.2854629,1.3950654,9.243804,5.39,17.08,1.33
52992.8,-2.7781663,1.3926725,9.217482,-0.42000002,21.91,-2.17
53012.5,-2.2230117,1.4237803,8.77958,-8.47,34.79,-9.45
53032.2,0.12203831,2.4311945,8.667113,-15.54,58.94,-22.12
53052.0,-3.2974274,5.752551,13.070064,-0.21000001,167.09,-81.13
53071.8,-6.7551794,7.106937,17.224152,-26.6,221.34,-110.32
53091.5,-5.2428617,8.143066,20.255966,-113.89,245.42,-130.2
