timestamp,x,y,z,gx,gy,gz
2496024.0,-4.2809124,1.0074143,9.0069065,-1.12,-0.455,1.225
2496043.8,-4.2282686,0.9667349,9.049978,-1.085,-0.455,1.26
2496063.5,-4.2617693,0.94280577,8.9973345,-1.015,-0.385,1.19
2496083.2,-4.2617693,1.0169859,9.0069065,-1.155,-0.49,1.26
2496103.0,-4.2521977,1.0169859,9.038013,-1.225,-0.945,1.33
2496122.8,-4.264162,0.99784267,8.973405,-1.19,-0.91,1.295
2496142.5,-4.2593765,1.014593,9.02605,-1.225,-0.98,1.33
2496162.2,-4.2521977,1.0026284,8.966227,-1.085,-0.875,1.4350001
2496182.0,-4.249805,0.9834852,9.016478,-1.05,-0.7,1.4350001
2496201.8,-4.2234826,0.9691278,9.030835,-1.015,-0.735,1.4
2496221.5,-4.1995535,0.98827106,9.0428,-1.085,-0.595,1.4
2496241.2,-4.2737336,0.99784267,9.045193,-1.155,-0.455,1.4
2496261.0,-4.245019,1.0026284,9.011692,-1.015,-0.42000002,1.365
2496280.8,-4.2330546,0.9739136,9.014085,-0.91,-0.28,1.365
2496300.5,-4.182803,0.9547703,9.061943,-1.015,0.07,1.33
2496320.2,-4.2043395,0.97152066,9.035621,-0.98,0.14,1.26
2496340.0,-4.264162,0.9786994,9.0069065,-0.98,0.175,1.05
2496359.8,-4.218697,0.98827106,9.040407,-1.12,0.07,1.05
2496379.5,-4.2521977,1.014593,9.021263,-1.26,-0.07,1.085
2496399.2,-4.2569833,0.9763065,9.004513,-1.295,-0.14,1.015
2496419.0,-4.2234826,0.98827106,9.011692,-1.295,-0.42000002,1.015
2496438.8,-4.2521977,0.99066395,9.016478,-1.47,-0.735,1.015
2496458.5,-4.2330546,0.9834852,9.049978,-1.4350001,-0.665,1.015
2496478.2,-4.2474117,0.9571632,9.023657,-1.225,-0.595,1.05
2496498.0,-4.245019,0.9691278,9.0428,-1.015,-0.21000001,1.155
2496517.8,-4.2474117,0.96194905,8.992549,-0.91,-0.14,1.19
2496537.5,-4.2282686,0.9786994,9.016478,-0.98,-0.14,1.26
2496557.2,-4.23784,0.9763065,9.0069065,-1.085,-0.315,1.225
2496577.0,-4.213911,0.98109233,9.01887,-1.365,-0.595,1.05
2496596.8,-4.187589,0.99066395,9.033228,-1.4350001,-0.56,1.015
2496616.5,-4.245019,0.9667349,8.987762,-1.33,-0.595,1.05
2496636.2,-4.249805,0.95237744,9.0428,-1.19,-0.525,1.085
2496656.0,-4.22109,0.9691278,9.049978,-0.98,-0.105000004,1.26
2496675.8,-4.2282686,0.95237744,9.023657,-0.805,0.14,1.19
2496695.5,-4.2091255,0.9571632,9.052371,-0.84000003,0.07,1.295
2496715.2,-4.2091255,0.9667349,9.035621,-0.77,0.105000004,1.33
2496735.0,-4.2115183,0.96194905,9.02605,-0.84000003,-0.07,1.26
2496754.8,-4.245019,0.9667349,9.01887,-0.945,-0.175,1.33
2496774.5,-4.2067323,0.9451987,8.9973345,-0.945,-0.21000001,1.33
2496794.2,-4.240233,0.9093051,9.05955,-0.91,-0.21000001,1.225
2496814.0,-4.22109,0.9451987,9.033228,-1.015,-0.385,1.33
2496833.8,-4.242626,0.99305683,9.023657,-1.085,-0.525,1.505
2496853.5,-4.2234826,0.97152066,9.052371,-0.98,-0.665,1.61
2496873.2,-4.218697,0.98109233,9.004513,-0.98,-0.805,1.6800001
2496893.0,-4.216304,0.99305683,9.045193,-1.295,-1.47,1.4350001
2496912.8,-4.2115183,0.9571632,9.0475855,-1.4,-1.61,1.505
2496932.5,-4.2091255,0.93323416,9.052371,-1.4350001,-1.61,1.47
2496952.2,-4.1301594,0.9834852,9.0571575,-1.4350001,-1.4350001,1.365
2496972.0,-4.192375,0.9212696,9.049978,-1.61,-1.365,1.085
2496991.8,-4.1971607,0.95955616,9.05955,-1.645,-1.225,1.085
2497011.5,-4.187589,0.93323416,9.0428,-1.75,-0.805,0.875
2497031.2,-4.144517,0.9739136,9.088264,-1.645,-0.175,0.665
2497051.0,-4.1732316,0.9212696,9.02605,-1.6800001,0.595,0.35
2497070.8,-4.1804104,0.9547703,9.014085,-1.995,0.63,0.245
2497090.5,-4.2043395,0.96434194,9.0428,-2.275,0.245,0.28
2497110.2,-4.170839,0.9451987,9.0475855,-2.52,0.175,0.07
2497130.0,-4.216304,0.911698,9.02605,-2.345,0.35,-0.175
2497149.8,-4.2569833,0.8805902,9.033228,-2.31,0.245,0.0
2497169.5,-4.2306614,0.90691215,9.05955,-2.135,0.175,0.245
2497189.2,-4.2354474,0.87580436,9.0475855,-1.89,0.0,0.455
2497209.0,-4.2569833,0.8805902,9.021263,-1.645,-0.385,0.49
2497228.8,-4.268948,0.8351249,9.054764,-1.82,-0.7,0.595
2497248.5,-4.23784,0.8877689,9.064336,-1.645,-0.77,0.63
2497268.2,-4.2809124,0.8805902,9.064336,-1.6800001,-0.735,0.77
2497288.0,-4.187589,0.86623275,9.040407,-1.575,-0.735,0.735
2497307.8,-4.2234826,0.8877689,8.992549,-1.505,-0.56,0.805
2497327.5,-4.2282686,0.82076746,9.0428,-1.47,-0.665,0.945
2497347.2,-4.189982,0.86623275,9.066729,-1.4350001,-0.84000003,1.05
