timestamp,x,y,z
93612335.0,-5.388829,-0.15793194,8.781973
93612354.8,-5.281148,-0.5312256,8.724543
93612374.5,-5.5084743,-0.47140288,9.258162
93612394.2,-5.388829,-0.33022133,8.899225
93612414.0,-5.001178,-0.15793194,8.425429
93612433.8,-5.061001,-0.016750356,8.5642185
93612453.5,-5.2380757,-0.5360114,8.669506
93612473.2,-4.83846,-0.650871,8.633613
93612493.0,-4.900676,-0.21296883,8.391929
93612512.8,-5.0897155,0.26082698,8.446965
93612532.5,-4.922212,0.35893622,7.8272023
93612552.2,-4.893497,0.57669085,7.8702745
93612572.0,-5.0825367,0.22254045,8.480466
93612591.8,-5.005964,-0.36611494,8.432608
93612611.5,-5.001178,-0.8710185,8.817866
93612631.2,-4.919819,-0.8638398,8.817866
93612651.0,-4.400558,-0.99784267,8.346463
93612670.8,-4.1110163,-0.43311638,7.396479
93612690.5,-4.2115183,0.023929082,7.441944
93612710.2,-4.824103,-0.41875893,8.60729
93612730.0,-4.8815327,-0.7896597,8.844189
93612749.8,-4.814531,-0.5599405,9.0428
93612769.5,-5.5611186,-0.38765112,9.358664
93612789.2,-5.3313994,-0.6389065,9.085872
93612809.0,-5.135181,-0.42593765,8.669506
93612828.8,-5.0466433,-0.23211208,8.748472
93612848.5,-4.8647823,-0.105287954,8.32732
93612868.2,-4.943748,0.009571632,8.1119585
93612888.0,-5.123216,-0.14357449,8.557039
93612907.8,-5.0107493,0.27518442,8.399107
93612927.5,-5.5395823,0.09810923,9.361056
93612947.2,-5.7381935,-0.2943277,9.440022
93612967.0,-5.9942346,-0.6197632,9.952105
93612986.8,-5.9822702,-0.5240469,9.796566
93613006.5,-5.5802617,-0.5264398,9.313198
93613026.2,-4.9892135,-0.5336185,8.6551485
93613046.0,-4.8001738,-0.40440148,8.229211
93613065.8,-4.4843097,0.25125536,8.021028
93613085.5,-4.840853,-0.27039862,8.437394
93613105.2,-5.2380757,-0.4139731,9.219875
93613125.0,-5.494117,0.08614469,9.107409
93613144.8,-5.235683,-0.17468229,8.669506
93613164.5,-5.185432,-0.16750357,9.021263
