timestamp,x,y,z
174081092.0,-0.45225963,9.315591,2.732701
174081112.0,-0.40200856,9.315591,2.708772
174081132.0,-0.37807947,9.203125,2.605877
174081152.0,-0.36611494,9.227054,2.5077677
174081171.0,-0.2943277,9.219875,2.5843408
174081190.8,-0.35415038,9.250982,2.6178415
174081210.5,-0.30868515,9.15048,2.5651975
174081230.2,-0.3278284,9.160052,2.524518
174081251.0,-0.31347096,9.15766,2.574769
174081271.0,-0.36850783,9.219875,2.6680925
174081291.0,-0.40200856,9.229446,2.6513422
174081311.0,-0.3828653,9.183981,2.5460541
174081331.0,-0.32064968,9.164838,2.5939124
174081351.0,-0.31347096,9.179195,2.6537352
174081371.0,-0.2991135,9.160052,2.6010911
174081391.0,-0.25364825,9.13373,2.5963054
174081411.0,-0.2680057,9.200731,2.6680925
174081431.0,-0.2967206,9.121766,2.68245
174081451.0,-0.20339718,9.030835,2.6178415
174081471.0,-0.18425392,9.069121,2.5484471
174081490.0,-0.19861138,9.19116,2.5843408
174081509.8,-0.27997026,9.227054,2.6465564
174081529.5,-0.3230426,9.236626,2.6226273
174081549.2,-0.2943277,9.294055,2.656128
174081569.0,-0.2991135,9.30602,2.603484
174081588.8,-0.3230426,9.308413,2.629806
174081608.5,-0.36850783,9.279697,2.6704855
174081628.2,-0.2057901,9.15048,2.6417706
174081649.0,-0.27279153,9.164838,2.5891266
174081669.0,-0.24886245,9.219875,2.5723763
174081689.0,-0.30868515,9.325163,2.6345918
174081709.0,-0.3254355,9.250982,2.574769
174081728.0,-0.2584341,9.203125,2.5508401
174081747.8,-0.25125536,9.346699,2.6178415
174081767.5,-0.3828653,9.346699,2.6393776
174081787.2,-0.36611494,9.2988405,2.5939124
174081808.0,-0.37568656,9.363449,2.6417706
174081828.0,-0.34697166,9.303627,2.6465564
174081848.0,-0.28954187,9.176803,2.5316968
174081868.0,-0.2919348,9.186374,2.5388756
174081887.0,-0.27997026,9.236626,2.6106627
174081906.8,-0.2943277,9.200731,2.4981961
174081926.5,-0.2680057,9.13373,2.5053747
174081946.2,-0.28236315,9.262947,2.627413
174081967.0,-0.2656128,9.286877,2.5986981
174081987.0,-0.37807947,9.291662,2.6704855
174082007.0,-0.41875893,9.215089,2.5843408
174082027.0,-0.27279153,9.172017,2.6633067
174082046.0,-0.23211208,9.222268,2.6345918
174082065.8,-0.20100428,9.183981,2.5651975
174082085.5,-0.27279153,9.255769,2.6465564
174082105.2,-0.34697166,9.188767,2.627413
174082125.0,-0.22254045,9.1983385,2.605877
174082144.8,-0.27279153,9.327556,2.6537352
174082164.5,-0.2991135,9.2988405,2.6992004
174082184.2,-0.34936458,9.241411,2.658521
174082205.0,-0.3278284,9.260554,2.68245
